hh_ids,m_ids,dem_i_male,dem_i_age_yrs,dem_i_age_5yrgrp,dem_i_age_workage,dem_i_relhead,dem_i_hhead,dem_i_marstat,dem_i_tribe,dem_i_children_tot,dem_i_children_inhh
"KNBOM32","62135827387900000","Male",14,"[10 - 15)",0,"Son or daughter in law",0,"Never married/lived together","Kikuyu",,
"KNBOM32","62134425168900000","Male",13,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Kikuyu",,
"KNBOM33","62134426712200000","Male",21,"[20 - 25)",1,"Household head",1,"Never married/lived together","Kikuyu",,
"KNBOM33","62134426854000000","Female",64,"[60 - 65)",1,"Grandparent",0,"Never married/lived together","Kikuyu",3,1
"KNBOM33","62134427055700000","Male",28,"[25 - 30)",1,"Brother or sister",0,"Never married/lived together","Kikuyu",0,0
"KNBOM33","62134426970000000","Male",14,"[10 - 15)",0,"Brother or sister",0,"Never married/lived together","Kikuyu",0,0
"KNBOM36","62134495077000000","Female",43,"[40 - 45)",1,"Household head",1,"Separated/divorced","Luo",2,2
"KNBOM36","62138138642000000","Female",26,"[25 - 30)",1,"Son or daughter",0,"Never married/lived together","Luo",1,0
"KNBOM36","62134495455400000","Male",4,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Luo",,
"KNBOM36","62134495329300000","Female",13,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Luo",,
"KNBOM36","62137360940700000","Female",23,"[20 - 25)",1,"Son or daughter",0,"Never married/lived together","Luo",,0
"KNBOM37","62134441743000000","Female",1,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Luo",,
"KNBOM37","62134441621600000","Female",4,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Luo",,
"KNBOM37","62134433909100000","Female",33,"[30 - 35)",1,"Household head",1,"Separated/divorced","Luo",5,0
"KNBOM37","62134434121000000","Female",14,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Luo",,
"KNBOM37","62134441363200000","Female",10,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Luo",,
"KNBOM37","62134441519600000","Female",5,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Luo",,
"KNBOM38","62134441154500000","Female",2,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Kikuyu",,
"KNBOM38","62134432486500000","Male",21,"[20 - 25)",1,"Foster or adopted child",0,"Never married/lived together","Kikuyu",,
"KNBOM38","62134432808300000","Male",9,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Kikuyu",,
"KNBOM38","62134432333800000","Male",41,"[40 - 45)",1,"Household head",1,"Married/living together","Kikuyu",4,0
"KNBOM38","62134441093400000","Male",4,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Kikuyu",,
"KNBOM38","62134432608900000","Female",23,"[20 - 25)",1,"Foster or adopted child",0,"Never married/lived together","Kikuyu",,
"KNBOM38","62134432136100000","Female",35,"[35 - 40)",1,"Husband or wife",0,"Married/living together","Kikuyu",4,0
"KNBOM38","62138061937900000","Male",0,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Kikuyu",0,
"KNBOM38","62134432708600000","Female",18,"[15 - 20)",1,"Son or daughter",0,"Never married/lived together","Kikuyu",,
"KNBOM39","62134433461500000","Male",29,"[25 - 30)",1,"Household head",1,"Never married/lived together","Luo",0,1
"KNBOM40","62134443380600000","Female",0,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Kikuyu",,
"KNBOM40","62134443145200000","Female",12,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Kikuyu",,
"KNBOM40","62134443232900000","Female",7,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Kikuyu",,
"KNBOM40","62134442821300000","Female",31,"[30 - 35)",1,"Husband or wife",0,"Married/living together","Kikuyu",3,0
"KNBOM40","62134443073700000","Male",38,"[35 - 40)",1,"Household head",1,"Married/living together","Kikuyu",3,0
"KNBOM42","62134580884000000","Female",21,"[20 - 25)",1,"Son or daughter",0,"Never married/lived together","Luo",,
"KNBOM42","62136065317200000","Male",18,"[15 - 20)",1,"Niece or nephew",0,"Never married/lived together","Luo",,
"KNBOM42","62137637170200000","Male",67,"[65+]",0,"Husband or wife",0,"Married/living together","Luo",4,0
"KNBOM42","62134633852700000","Female",16,"[15 - 20)",1,"Grandchild",0,"Never married/lived together","Luo",,
"KNBOM42","62137284721800000","Male",0,"[0 - 5)",0,,0,"Never married/lived together","Luo",,
"KNBOM42","62134634082400000","Female",17,"[15 - 20)",1,"Grandchild",0,"Never married/lived together","Luo",,
"KNBOM42","62134633718400000","Male",20,"[20 - 25)",1,"Grandchild",0,"Never married/lived together","Luo",,
"KNBOM42","62134581024800000","Female",36,"[35 - 40)",1,"Son or daughter",0,"Widowed","Luo",4,0
"KNBOM42","62134634052600000","Female",13,"[10 - 15)",0,"Grandchild",0,"Never married/lived together","Luo",,
"KNBOM42","62134581588100000","Female",34,"[30 - 35)",1,"Son or daughter",0,"Widowed","Luo",3,0
"KNBOM42","62134581774100000","Female",21,"[20 - 25)",1,"Niece or nephew",0,"Married/living together","Luo",,
"KNBOM42","62134580482100000","Female",62,"[60 - 65)",1,"Household head",1,"Married/living together","Luo",5,2
"KNBOM42","62136065326300000","Male",40,"[40 - 45)",1,"Son or daughter",0,"Separated/divorced","Luo",0,2
"KNBOM42","62134634063800000","Female",14,"[10 - 15)",0,"Grandchild",0,"Never married/lived together","Luo",,
"KNBOM50","62134381483200000","Female",37,"[35 - 40)",1,"Husband or wife",0,"Married/living together","Kikuyu",2,1
"KNBOM50","62134381230800000","Female",16,"[15 - 20)",1,"Son or daughter",0,"Never married/lived together","Kikuyu",,
"KNBOM50","62134520172600000","Female",13,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Kikuyu",,
"KNBOM50","62134380879000000","Male",43,"[40 - 45)",1,"Household head",1,"Married/living together","Kikuyu",2,1
"KNBOM50","62134381353100000","Male",10,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Kikuyu",,
"KVIHC02","59134389306700000","Female",35,"[35 - 40)",1,"Household head",1,"Married/living together","Luhya",3,0
"KVIHC02","59134389653500000","Male",8,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHC02","59134389484000000","Male",14,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHC02","59134389737100000","Male",6,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHC03","59134429250600000","Female",10,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHC03","59134425495000000","Female",36,"[35 - 40)",1,"Household head",1,"Married/living together","Luhya",4,1
"KVIHC03","59134429348500000","Female",9,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHC03","59134429159600000","Female",13,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHC03","59134429439100000","Male",5,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHC04","59134400026600000","Male",6,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHC04","59134400015400000","Female",10,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHC04","59134399970100000","Female",12,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHC04","59134399785800000","Female",31,"[30 - 35)",1,"Household head",1,"Married/living together","Luhya",4,0
"KVIHC04","59134400020100000","Female",8,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHC05","59134365334100000","Female",10,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHC05","59134365234400000","Female",13,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHC05","59134364992800000","Female",34,"[30 - 35)",1,"Household head",1,"Married/living together","Luhya",4,1
"KVIHC05","59134365341100000","Male",10,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHC05","59134365347000000","Female",5,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHC05","59136677984600000","Male",43,"[40 - 45)",1,"Husband or wife",0,"Married/living together","Luhya",4,1
"KVIHC06","59135772457700000","Female",5,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHC06","59134381969800000","Female",33,"[30 - 35)",1,"Household head",1,"Never married/lived together","Luhya",0,1
"KVIHC08","59134399146100000","Male",1,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHC08","59134399421400000","Female",20,"[20 - 25)",1,"Husband or wife",0,"Married/living together","Luhya",3,0
"KVIHC08","59134399057300000","Male",5,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHC08","59134398835800000","Female",76,"[65+]",0,"Parent (mother or father)",0,"Widowed","Luhya",1,4
"KVIHC08","59134399136200000","Male",3,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHC08","59134399259500000","Male",30,"[30 - 35)",1,"Household head",1,"Married/living together","Luhya",3,0
"KVIHC09","59134331053600000","Female",8,"[5 - 10)",0,"Grandchild",0,"Never married/lived together","Luhya",,
"KVIHC09","59134322355000000","Female",69,"[65+]",0,"Household head",1,"Widowed","Luhya",1,3
"KVIHC09","59134331302500000","Male",5,"[5 - 10)",0,"Grandchild",0,"Never married/lived together","Luhya",,
"KVIHC09","59134331387900000","Female",3,"[0 - 5)",0,"Grandchild",0,"Never married/lived together","Luhya",,
"KVIHC09","59134330843500000","Male",17,"[15 - 20)",1,"Grandchild",0,"Never married/lived together","Luhya",,
"KVIHC09","59134331183000000","Male",7,"[5 - 10)",0,"Grandchild",0,"Never married/lived together","Luhya",,
"KVIHC10","59134337065400000","Female",41,"[40 - 45)",1,"Husband or wife",0,"Married/living together","Luhya",3,2
"KVIHC10","59134337638500000","Male",10,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHC10","59134337735400000","Male",8,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHC10","59134337347700000","Male",53,"[50 - 55)",1,"Household head",1,"Married/living together","Luhya",3,1
"KVIHC10","59134337489100000","Female",14,"[10 - 15)",0,"Foster or adopted child",0,"Never married/lived together","Luhya",,
"KVIHC11","59134312157700000","Female",58,"[55 - 60)",1,"Household head",1,"Widowed","Luhya",1,5
"KVIHC11","59134312565300000","Female",10,"[10 - 15)",0,"Grandchild",0,"Never married/lived together","Luhya",,
"KVIHC11","59134312819600000","Female",18,"[15 - 20)",1,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHC12","59134374355500000","Male",3,"[0 - 5)",0,"Grandchild",0,"Never married/lived together","Luhya",,
"KVIHC12","111137234966200000","Male",5,"[5 - 10)",0,"Grandchild",0,"Never married/lived together","Luhya",,
"KVIHC12","59134373356900000","Female",56,"[55 - 60)",1,"Household head",1,"Widowed","Luhya",0,0
"KVIHC13","59134372308300000","Female",17,"[15 - 20)",1,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHC13","59134372442200000","Female",13,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHC13","59134373225000000","Female",6,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHC13","59134372098700000","Female",36,"[35 - 40)",1,"Husband or wife",0,"Married/living together","Luhya",8,0
"KVIHC13","59134376278200000","Female",5,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHC13","59134373302900000","Male",0,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHC13","59134373019700000","Male",10,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHC13","59134372711600000","Female",11,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHC13","59134376357200000","Male",2,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHC13","59134373093800000","Male",8,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHC13","59134372493300000","Male",48,"[45 - 50)",1,"Household head",1,"Married/living together","Luhya",9,0
"KVIHC14","59134320315400000","Male",11,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHC14","59134320179800000","Male",17,"[15 - 20)",1,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHC14","59134319827600000","Female",49,"[45 - 50)",1,"Household head",1,"Married/living together","Kalenjin",3,3
"KVIHC14","59134320427100000","Female",9,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHC15","59134393148900000","Male",73,"[65+]",0,"Household head",1,"Married/living together","Luhya",2,3
"KVIHC15","59134394927200000","Female",18,"[15 - 20)",1,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHC15","59134394840800000","Male",23,"[20 - 25)",1,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHC15","59134395019500000","Female",10,"[10 - 15)",0,"Grandchild",0,"Never married/lived together","Luhya",,
"KVIHC15","59134390567400000","Female",71,"[65+]",0,"Husband or wife",0,"Married/living together","Luhya",2,3
"KVIHC16","59134424421000000","Female",12,"[10 - 15)",0,"Step son or step daughter",0,"Never married/lived together","Luhya",,
"KVIHC16","59134423954300000","Female",39,"[35 - 40)",1,"Household head",1,"Married/living together","Luo",,
"KVIHC16","59134424411200000","Male",14,"[10 - 15)",0,"Step son or step daughter",0,"Never married/lived together","Luhya",,
"KVIHC16","59134424430800000","Female",9,"[5 - 10)",0,"Step son or step daughter",0,"Never married/lived together","Luhya",,
"KVIHC16","59134424235200000","Female",17,"[15 - 20)",1,"Step son or step daughter",0,"Never married/lived together","Luhya",,
"KVIHC17","59134338863000000","Female",64,"[60 - 65)",1,"Husband or wife",0,"Married/living together","Luhya",1,3
"KVIHC17","59134348790700000","Female",13,"[10 - 15)",0,"Grandchild",0,"Never married/lived together","Luhya",,
"KVIHC17","59134339282300000","Male",0,"[0 - 5)",0,"Grandchild",0,"Never married/lived together","Luhya",,
"KVIHC17","59134339235800000","Male",15,"[15 - 20)",1,"Grandchild",0,"Never married/lived together","Luhya",,
"KVIHC17","59134339024900000","Male",69,"[65+]",0,"Household head",1,"Never married/lived together","Luhya",1,3
"KVIHC17","59134348691400000","Female",11,"[10 - 15)",0,"Grandchild",0,"Never married/lived together","Luhya",,
"KVIHC17","59134338574600000","Female",31,"[30 - 35)",1,"Son or daughter",0,"Separated/divorced","Luhya",0,0
"KVIHC18","59134414360800000","Female",25,"[25 - 30)",1,"Son or daughter",0,"Never married/lived together","Luhya",1,0
"KVIHC18","59134397868300000","Female",54,"[50 - 55)",1,"Husband or wife",0,"Married/living together","Luhya",2,3
"KVIHC18","59134405409900000","Male",57,"[55 - 60)",1,"Household head",1,"Married/living together","Luhya",2,3
"KVIHC18","59134414367200000","Female",5,"[5 - 10)",0,"Grandchild",0,"Never married/lived together","Luhya",,
"KVIHC18","59134414693500000","Female",6,"[5 - 10)",0,"Grandchild",0,"Never married/lived together","Luhya",,
"KVIHC18","59134414545700000","Female",11,"[10 - 15)",0,"Grandchild",0,"Never married/lived together","Luhya",,
"KVIHC18","59134414389900000","Male",15,"[15 - 20)",1,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHC19","59134329186600000","Female",8,"[5 - 10)",0,"Grandchild",0,"Never married/lived together","Luhya",,
"KVIHC19","59134327942800000","Male",87,"[65+]",0,"Household head",1,"Married/living together","Luhya",1,12
"KVIHC19","59134328945900000","Female",9,"[5 - 10)",0,"Grandchild",0,"Never married/lived together","Luhya",,
"KVIHC19","59134328669500000","Female",31,"[30 - 35)",1,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHC19","59134328466300000","Female",72,"[65+]",0,"Husband or wife",0,"Married/living together","Luhya",1,3
"KVIHC20","59134390178600000","Male",16,"[15 - 20)",1,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHC20","59134389987000000","Female",46,"[45 - 50)",1,"Husband or wife",0,"Never married/lived together","Luhya",3,2
"KVIHC20","59134395219800000","Female",13,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHC20","59134395333100000","Female",7,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHC20","59134390309500000","Male",51,"[50 - 55)",1,"Household head",1,"Never married/lived together","Luhya",3,2
"KVIHC21","59134384292500000","Female",0,"[0 - 5)",0,"Grandchild",0,"Never married/lived together","Luhya",,
"KVIHC21","59134382671100000","Male",24,"[20 - 25)",1,"Son or daughter",0,"Married/living together","Luhya",1,0
"KVIHC21","59134382992200000","Male",4,"[0 - 5)",0,"Grandchild",0,"Never married/lived together","Luhya",,
"KVIHC21","59134382783100000","Female",19,"[15 - 20)",1,"Son or daughter in law",0,"Married/living together","Luhya",2,0
"KVIHC21","59135779798900000","Male",0,"[0 - 5)",0,"Grandchild",0,"Never married/lived together","Luhya",,
"KVIHC21","59134382227900000","Female",46,"[45 - 50)",1,"Household head",1,"Widowed","Luhya",2,2
"KVIHC21","59134382487600000","Female",20,"[20 - 25)",1,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHC22","59135935821300000","Female",1,"[0 - 5)",0,"Grandchild",0,"Never married/lived together","Luhya",,
"KVIHC22","59134363260000000","Female",0,"[0 - 5)",0,"Grandchild",0,"Never married/lived together","Luhya",,
"KVIHC22","59137084186700000","Female",16,"[15 - 20)",1,,0,"Never married/lived together","Luhya",,
"KVIHC22","59134362971600000","Female",22,"[20 - 25)",1,"Son or daughter",0,"Never married/lived together","Luhya",1,0
"KVIHC22","59134363019700000","Female",7,"[5 - 10)",0,"Grandchild",0,"Never married/lived together","Luhya",,
"KVIHC22","59134363111300000","Male",3,"[0 - 5)",0,"Grandchild",0,"Never married/lived together","Luhya",,
"KVIHC22","59134362693600000","Female",46,"[45 - 50)",1,"Household head",1,"Married/living together","Luhya",4,4
"KVIHC23","59134391227800000","Male",38,"[35 - 40)",1,"Household head",1,"Married/living together","Luhya",,
"KVIHC23","59134391035200000","Female",34,"[30 - 35)",1,"Husband or wife",0,"Married/living together","Luhya",,
"KVIHC25","59134364180200000","Female",62,"[60 - 65)",1,"Husband or wife",0,"Married/living together","Luhya",0,7
"KVIHC25","59134364678900000","Male",14,"[10 - 15)",0,"Grandchild",0,"Never married/lived together","Luhya",,
"KVIHC25","59134364519500000","Male",66,"[65+]",0,"Household head",1,"Married/living together","Luhya",0,7
"KVIHC25","59134364403200000","Male",18,"[15 - 20)",1,"Grandchild",0,"Never married/lived together","Luhya",,
"KVIHC26","59134330368900000","Male",0,"[0 - 5)",0,"Grandchild",0,"Never married/lived together","Luhya",,
"KVIHC26","59134329488400000","Female",51,"[50 - 55)",1,"Household head",1,"Widowed","Luhya",2,6
"KVIHC26","59134330254400000","Male",3,"[0 - 5)",0,"Grandchild",0,"Never married/lived together","Luhya",,
"KVIHC26","59135495790900000","Female",19,"[15 - 20)",1,"Son or daughter",0,"Never married/lived together","Luhya",,0
"KVIHC26","59134329844100000","Male",12,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHC26","59134330102500000","Female",24,"[20 - 25)",1,"Son or daughter in law",0,"Married/living together","Kisii",2,0
"KVIHC26","59134330457200000","Female",27,"[25 - 30)",1,"Son or daughter",0,"Separated/divorced","Luhya",1,0
"KVIHC26","59134330598500000","Female",2,"[0 - 5)",0,"Grandchild",0,"Never married/lived together","Luhya",,
"KVIHC28","59136393602400000","Female",13,"[10 - 15)",0,"Aunt or uncle",0,"Never married/lived together","Luhya",,
"KVIHC28","59134389021400000","Female",21,"[20 - 25)",1,"Son or daughter",0,"Married/living together","Luhya",1,0
"KVIHC28","59134388500400000","Female",42,"[40 - 45)",1,"Household head",1,"Married/living together","Luhya",2,0
"KVIHC28","59134397110200000","Male",16,"[15 - 20)",1,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHC28","59134397224700000","Female",0,"[0 - 5)",0,"Grandchild",0,"Never married/lived together","Luhya",,
"KVIHC28","59134388839200000","Female",6,"[5 - 10)",0,"Foster or adopted child",0,"Never married/lived together","Luhya",,
"KVIHC28","59134388927700000","Male",10,"[10 - 15)",0,"Foster or adopted child",0,"Never married/lived together","Luhya",,
"KVIHC28","59134388713500000","Female",77,"[65+]",0,"Mother or farther in law",0,"Widowed","Luhya",0,2
"KVIHC29","59134423452600000","Female",27,"[25 - 30)",1,"Son or daughter in law",0,"Married/living together","Luo",0,0
"KVIHC29","59134423416900000","Male",59,"[55 - 60)",1,"Household head",1,"Married/living together","Luhya",0,0
"KVIHC29","59134423101700000","Female",50,"[50 - 55)",1,"Husband or wife",0,"Married/living together","Luhya",0,5
"KVIHC29","59134423595500000","Male",0,"[0 - 5)",0,"Grandchild",0,"Never married/lived together","Luhya",,
"KVIHC29","59135209695700000","Male",11,"[10 - 15)",0,"Grandchild",0,"Never married/lived together","Luhya",,
"KVIHC30","59136142596200000","Female",23,"[20 - 25)",1,"Grandchild",0,"Separated/divorced",,,
"KVIHC30","59134381475600000","Male",74,"[65+]",0,"Household head",1,"Married/living together","Luhya",0,9
"KVIHC30","59136372001000000","Male",4,"[0 - 5)",0,"Grandchild",0,"Never married/lived together",,,
"KVIHC30","59134381215900000","Female",70,"[65+]",0,"Husband or wife",0,"Married/living together","Luhya",0,9
"KVIHC31","59134363925400000","Male",7,"[5 - 10)",0,"Grandchild",0,"Never married/lived together","Luhya",,
"KVIHC31","59136841980500000","Female",14,"[10 - 15)",0,"Grandchild",0,"Never married/lived together","Luhya",,
"KVIHC31","59134363827300000","Male",11,"[10 - 15)",0,"Grandchild",0,"Never married/lived together","Luhya",,
"KVIHC31","59134363701600000","Female",33,"[30 - 35)",1,"Son or daughter",0,"Separated/divorced","Luhya",2,0
"KVIHC31","59135815875900000","Female",0,"[0 - 5)",0,"Grandchild",0,"Never married/lived together","Luhya",,
"KVIHC31","59134363516700000","Female",58,"[55 - 60)",1,"Household head",1,"Widowed","Luhya",1,4
"KVIHC32","59134379470300000","Female",50,"[50 - 55)",1,"Household head",1,"Widowed","Luo",2,2
"KVIHC32","59134379935600000","Male",22,"[20 - 25)",1,"Niece or nephew",0,"Never married/lived together","Luo",,
"KVIHC32","111137109718100000","Male",8,"[5 - 10)",0,"Friend or neighbor",0,"Never married/lived together","Luhya",,
"KVIHC32","59134379744000000","Female",22,"[20 - 25)",1,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHC32","59134388055700000","Female",4,"[0 - 5)",0,"Grandchild",0,"Never married/lived together","Luo",,
"KVIHC32","59135418664400000","Female",18,"[15 - 20)",1,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHC33","59134338283400000","Male",8,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHC33","59134349543600000","Male",6,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHC33","59134338069600000","Male",18,"[15 - 20)",1,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHC33","59134338164800000","Male",16,"[15 - 20)",1,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHC33","59134337917700000","Female",39,"[35 - 40)",1,"Household head",1,"Married/living together","Luhya",5,0
"KVIHC33","59134338415100000","Female",13,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHC34","59134380191400000","Female",44,"[40 - 45)",1,"Household head",1,"Married/living together","Luhya",5,4
"KVIHC34","59134381055000000","Male",8,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHC34","59134380768900000","Male",15,"[15 - 20)",1,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHC34","59134380537400000","Male",17,"[15 - 20)",1,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHC34","59134380976500000","Female",13,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHC34","59134380876100000","Male",20,"[20 - 25)",1,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHC35","59134311856300000","Male",6,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHC35","59134311227800000","Female",31,"[30 - 35)",1,"Husband or wife",0,"Married/living together","Luhya",3,0
"KVIHC35","59134311651200000","Male",1,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHC35","59134311451700000","Male",18,"[15 - 20)",1,,0,"Never married/lived together","Luhya",,
"KVIHC35","59134311757400000","Female",9,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHC35","59134310880900000","Male",38,"[35 - 40)",1,"Household head",1,"Married/living together","Luhya",3,1
"KVIHC36","59134371497400000","Male",72,"[65+]",0,"Household head",1,"Married/living together","Luhya",0,3
"KVIHC36","59134371740300000","Female",15,"[15 - 20)",1,"Grandchild",0,"Never married/lived together","Luhya",,
"KVIHC36","59134371287500000","Female",61,"[60 - 65)",1,"Husband or wife",0,"Married/living together","Luhya",1,2
"KVIHK01","60134423120200000","Male",9,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHK01","60134423025500000","Female",28,"[25 - 30)",1,"Husband or wife",0,"Married/living together","Luhya",4,0
"KVIHK01","60134423336400000","Female",10,"[10 - 15)",0,"Niece or nephew",0,"Never married/lived together","Luhya",,
"KVIHK01","60134423190400000","Male",5,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHK01","60134423294900000","Female",6,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHK01","60134423242700000","Female",2,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHK01","60134423402600000","Male",32,"[30 - 35)",1,"Household head",1,"Married/living together","Luhya",4,0
"KVIHK02","60134319778400000","Female",0,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHK02","60134319771800000","Male",3,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHK02","60134319396200000","Female",23,"[20 - 25)",1,"Household head",1,"Married/living together","Luhya",5,0
"KVIHK02","60134319760200000","Female",4,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHK02","60134319749300000","Male",6,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHK02","60134319647800000","Female",7,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHK05","60134371511600000","Female",3,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHK05","60134371357700000","Female",28,"[25 - 30)",1,"Household head",1,"Married/living together","Luhya",2,0
"KVIHK05","60134371443800000","Female",5,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHK06","60134379835600000","Female",24,"[20 - 25)",1,"Household head",1,"Widowed","Luhya",0,0
"KVIHK06","60134380012300000","Female",1,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHK07","60134319997900000","Male",30,"[30 - 35)",1,"Household head",1,"Married/living together","Luhya",5,0
"KVIHK07","60135836279000000","Female",0,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHK07","60134320320200000","Female",2,"[0 - 5)",0,"Son or daughter",0,"Married/living together","Luhya",,
"KVIHK07","60134320297300000","Female",8,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KVIHK07","60134320188800000","Female",28,"[25 - 30)",1,"Husband or wife",0,"Married/living together","Luhya",5,0
