hh_ids,hh_int_situation,hh_circ_move_why,hh_circ_move_when,hh_circ_problems,hh_inf_wall_material,hh_inf_roof_material,hh_inf_floor_material,hh_inf_cookfuel_source,hh_inf_lighting_source,hh_inf_water_source,hh_inf_rooms_habitable,hh_inf_rooms_other,hh_inf_toilet_type,hh_inf_toilet_shared,hh_inf_housing_type,hh_inf_electricity_access,hh_inf_interiorcond,hh_inf_exteriorcond,hh_asset_internet_access,hh_asset_iron_any,hh_asset_mosqnets_N,hh_asset_towels_N,hh_asset_fryingpan_N,hh_env_settingdesc,hh_env_desc,hh_env_dilapbuildings,hh_env_streets,hh_env_trash,hh_ownership_type,hh_ownership_plotacquisition,hh_ownership_houseacquisition,hh_ownership_docu,hh_otherprop_any,hh_otherprop_N,hh_otherprop1_docu,hh_otherprop1_use,hh_otherprop1_value,hh_otherprop2_use,hh_otherprop2_value,hh_otherprop2_docu,hh_otherprop3_docu,hh_otherprop3_use,hh_otherprop3_value,hh_othershamba_N,hh_othershamba1_docu,hh_othershamba1_use,hh_othershamba1_value,hh_othershamba2_docu,hh_othershamba2_use,hh_othershamba2_value,hh_othershamba3_docu,hh_othershamba3_use,hh_othershamba3_value
"KMAKL25","01=Initial questionnaire","01=No move",7/31/1965,"03=Broken or missing windows","Brick/block","Corrugated iron, mabati","Cement/Concrete/Slab","Collected firewood","Paraffin","Unprotected well",3,2,"Pit latrine, covered","Private","House/bungalow","No access","No major problems","No major problems","Does not access internet","Yes",4,1,0,"Rural","03=Single family attached houses","98=None","no issues","98=None",1,"Bought plot using assets/savings kept elsewhere","Used local materials","No written agreement","No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KMAKL27","01=Initial questionnaire","03=Started own household",1/1/1999,"01=Leaky roof or ceilling,03=Broken or missing windows,05=Floods with rain or sewage","Brick/block","Corrugated iron, mabati","Earth/Cowdung","Collected firewood","Paraffin","Unprotected well",2,1,"Pit latrine, uncovered","Shared","House/bungalow","No access","Needs substantial painting, refilling, repair","Needs substantial painting, refilling, repair","Does not access internet","No",1,0,0,"Rural","03=Single family attached houses","98=None","no major issues","98=None",1,"Inherited","Inherited","No written agreement","No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KMAKL28","01=Initial questionnaire","01=No move",1/2/1989,"09=None","Brick/block","Corrugated iron, mabati","Earth/Cowdung","Collected firewood","Paraffin","Borehole",3,1,"Pit latrine, uncovered","Private","House/bungalow","No access","No major problems","No major problems","Does not access internet","No",1,1,0,"Rural","03=Single family attached houses","98=None","none","",1,"Inherited","Used local materials","No written agreement","No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KMAKL29","01=Initial questionnaire","03=Started own household",1/1/1981,"01=Leaky roof or ceilling","Stone","Corrugated iron, mabati","Earth/Cowdung","Purchased firewood","Paraffin","Unprotected well",2,1,"Pit latrine, uncovered","Private","House/bungalow","No access","Needs substantial painting, refilling, repair","Needs substantial painting, refilling, repair","Does not access internet","No",0,0,0,"Rural","07=Open space, park, forest, farm, ranch","03=There are no buildings within 100meters","no issues","98=None",1,"Inherited","Used local materials","No written agreement","No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KMAKL32","01=Initial questionnaire","02=Marriage",2/16/1977,"01=Leaky roof or ceilling,03=Broken or missing windows,05=Floods with rain or sewage","Brick/block","Corrugated iron, mabati","Cement/Concrete/Slab","Collected firewood","Paraffin","Unprotected well",3,1,"Pit latrine, uncovered","Private","House/bungalow","No access","Needs substantial painting, refilling, repair","Needs substantial painting, refilling, repair","Does not access internet","No",0,0,0,"Rural","07=Open space, park, forest, farm, ranch","98=None","no major issues","98=None",1,"Inherited","Used local materials","No written agreement","No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KMAKL33","01=Initial questionnaire","01=No move",9/9/1999,"01=Leaky roof or ceilling,02=Lack of doors or inability to lock house,05=Floods with rain or sewage","Brick/block","Corrugated iron, mabati","Cement/Concrete/Slab","Purchased firewood","Paraffin","Unprotected well",3,1,"Pit latrine, uncovered","Shared","House/bungalow","No access","No major problems","Some peeling paint, cracks in walls, rusted iron sheets","Does not access internet","No",1,1,0,"Rural","03=Single family attached houses","98=None","no issues","98=None",1,"Inherited","Used local materials","No written agreement","No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KMAKL34","01=Initial questionnaire","15=Needed larger house or apartment",5/24/2011,"03=Broken or missing windows","Brick/block","Corrugated iron, mabati","Cement/Concrete/Slab","Purchased firewood","Paraffin","Unprotected well",5,2,"Pit latrine, covered","Private","House/bungalow","No access","No major problems","No major problems","Does not access internet","No",5,3,1,"Rural","03=Single family attached houses","98=None","no issues","98=None",1,"Bought plot using assets/savings kept elsewhere","Used local materials","No written agreement","Yes",1,"02=Yes, a written agreement, but not a title deed","01=Personal use",150000,"",,"","","",,,"","",,"","",,"","",
"KVIHC02","01=Initial questionnaire","05=To be closer to family",1/1/2007,"01=Leaky roof or ceilling,03=Broken or missing windows,04=Pests: mice, rats, roaches, bedbugs, other insects","Mud/wood","Corrugated iron, mabati","Earth/Cowdung","Collected firewood","Paraffin","Protected spring",4,2,"Pit latrine, covered","Shared","Other temporary or semi-permanent structure","No access","No major problems","No major problems","Does not access internet","No",2,0,1,"Rural","02=Single family detached houses","01=A few of them","narrow and bushy paths","98=None",1,"Inherited","Built using credit/loan from elsewhere","No written agreement","No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KVIHC03","01=Initial questionnaire","02=Marriage,03=Started own household,05=To be closer to family",1/1/2002,"01=Leaky roof or ceilling,02=Lack of doors or inability to lock house,03=Broken or missing windows,04=Pests: mice, rats, roaches, bedbugs, other insects","Mud/wood","Grass, thatch, makuti","Earth/Cowdung","Collected firewood","Paraffin","Protected spring",4,1,"Pit latrine, uncovered","Shared","Other temporary or semi-permanent structure","No access","Some peeling paint, cracks in walls, rusted iron sheets","No major problems","Does not access internet","No",2,0,0,"Rural","02=Single family detached houses","03=There are no buildings within 100meters","narrow footpaths","98=None",1,"Inherited","Inherited","No written agreement","No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KVIHC04","01=Initial questionnaire","03=Started own household",3/1/2005,"02=Lack of doors or inability to lock house,03=Broken or missing windows,04=Pests: mice, rats, roaches, bedbugs, other insects","Mud/wood","Corrugated iron, mabati","Earth/Cowdung","Collected firewood","Paraffin","Protected spring",4,2,"Pit latrine, VIP","Shared","Other temporary or semi-permanent structure","No access","Some peeling paint, cracks in walls, rusted iron sheets","Some peeling paint, cracks in walls, rusted iron sheets","Does not access internet","No",2,3,0,"Rural","02=Single family detached houses","98=None","narrow footpaths","98=None",1,"Inherited","Inherited","No written agreement","No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KVIHC05","01=Initial questionnaire","02=Marriage,03=Started own household,05=To be closer to family",4/17/1996,"04=Pests: mice, rats, roaches, bedbugs, other insects","Mud/wood","Corrugated iron, mabati","Earth/Cowdung","Purchased firewood","Paraffin","Protected spring",3,1,"Pit latrine, covered","Shared","Other temporary or semi-permanent structure","No access","No major problems","No major problems","Does not access internet","Yes",5,1,0,"Rural","02=Single family detached houses","98=None","muddy road","98=None",1,"Inherited","Built using assets/savings kept elsewhere","No written agreement","No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KVIHC06","01=Initial questionnaire","08=Seeking better business opportunities",7/1/2011,"04=Pests: mice, rats, roaches, bedbugs, other insects","Brick/block","Corrugated iron, mabati","Cement/Concrete/Slab","Charcoal","Electricity","Protected spring",1,1,"Pit latrine, VIP","Shared","House/bungalow",,"No major problems","No major problems","Does not access internet","Yes",1,2,0,"Rural","05=Commercial or institutional property","98=None","none","98=None",4,,,,"No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KVIHC08","01=Initial questionnaire","02=Marriage,03=Started own household",1/1/2005,"01=Leaky roof or ceilling,04=Pests: mice, rats, roaches, bedbugs, other insects","Mud/wood","Grass, thatch, makuti","Earth/Cowdung","Purchased firewood","Paraffin","Protected spring",2,1,"Pit latrine, uncovered","Private","Other temporary or semi-permanent structure","No access","Some peeling paint, cracks in walls, rusted iron sheets","Some peeling paint, cracks in walls, rusted iron sheets","Does not access internet","No",3,1,1,"Rural","02=Single family detached houses","98=None","narrow bushy footpaths","98=None",1,"Inherited","Built using ROSCA and regular income to buy materials kidogo-kidogo","No written agreement","No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KVIHC09","01=Initial questionnaire","02=Marriage,03=Started own household",8/1/1962,"01=Leaky roof or ceilling,04=Pests: mice, rats, roaches, bedbugs, other insects","Mud/wood","Corrugated iron, mabati","Earth/Cowdung","Collected firewood","Paraffin","Protected spring",4,1,"Pit latrine, uncovered","Private","Other temporary or semi-permanent structure","No access","No major problems","No major problems","Does not access internet","No",2,0,0,"Rural","02=Single family detached houses","98=None","narrow foot paths, dusty/muddy road","98=None",1,"Inherited","Built with in-kind offer for labor or other goods/services","No written agreement","No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KVIHC10","01=Initial questionnaire","02=Marriage,03=Started own household",7/1/1985,"01=Leaky roof or ceilling,02=Lack of doors or inability to lock house,03=Broken or missing windows,04=Pests: mice, rats, roaches, bedbugs, other insects","Mud/wood","Corrugated iron, mabati","Earth/Cowdung","Purchased firewood","Paraffin","Protected spring",2,1,"Pit latrine, uncovered","Shared","Other temporary or semi-permanent structure","No access","Needs substantial painting, refilling, repair","No major problems","Does not access internet","No",3,0,0,"Rural","02=Single family detached houses","01=A few of them","narrow paths, muddy road","98=None",1,"Inherited","Built with savings in bank, SACCO, MFI","No written agreement","No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KVIHC11","01=Initial questionnaire","04=Widowed, divorced, or separated",1/2/1993,"03=Broken or missing windows,04=Pests: mice, rats, roaches, bedbugs, other insects","Mud/wood","Corrugated iron, mabati","Earth/Cowdung","Purchased firewood","Paraffin","Unprotected spring",3,2,"Pit latrine, uncovered","Shared","Other temporary or semi-permanent structure","No access","No major problems","No major problems","Does not access internet","Yes",6,2,1,"Rural","02=Single family detached houses","98=None","narrow and muddy footpaths","98=None",1,"Inherited","Built using assets/savings kept elsewhere","Yes, a title deed","No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KVIHC12","01=Initial questionnaire","02=Marriage,03=Started own household",12/12/1977,"02=Lack of doors or inability to lock house,04=Pests: mice, rats, roaches, bedbugs, other insects,06=Insecure or crumbling walls","Mud/wood","Corrugated iron, mabati","Earth/Cowdung","Collected firewood","Paraffin","Protected spring",3,1,"Pit latrine, uncovered","Shared","Other temporary or semi-permanent structure","No access","Some peeling paint, cracks in walls, rusted iron sheets","Some peeling paint, cracks in walls, rusted iron sheets","Does not access internet","No",2,0,1,"Rural","02=Single family detached houses","01=A few of them","muddy road","98=None",1,"Inherited","Built using ROSCA and regular income to buy materials kidogo-kidogo","No written agreement","No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KVIHC13","01=Initial questionnaire","03=Started own household",1/1/1991,"01=Leaky roof or ceilling,04=Pests: mice, rats, roaches, bedbugs, other insects","Mud/wood","Corrugated iron, mabati","Earth/Cowdung","Collected firewood","Paraffin","Protected spring",3,1,"Pit latrine, uncovered","Private","Other temporary or semi-permanent structure","No access","Some peeling paint, cracks in walls, rusted iron sheets","No major problems","Does not access internet","Yes",6,2,1,"Rural","02=Single family detached houses","98=None","bushy footpaths, non motorable","98=None",1,"Inherited",,"No written agreement","No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KVIHC14","01=Initial questionnaire","03=Started own household",1/1/1984,"04=Pests: mice, rats, roaches, bedbugs, other insects","Mud/wood","Corrugated iron, mabati","Earth/Cowdung","Purchased firewood","Paraffin","Protected spring",5,3,"Pit latrine, covered","Private","Other temporary or semi-permanent structure","No access","No major problems","No major problems","Does not access internet","Yes",3,1,0,"Rural","02=Single family detached houses","98=None","narrow foot paths","98=None",1,"Inherited","Built using credit/loan from bank, SACCO, or MFI","No written agreement","No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KVIHC15","01=Initial questionnaire","02=Marriage,03=Started own household",12/1/1959,"01=Leaky roof or ceilling,04=Pests: mice, rats, roaches, bedbugs, other insects","Mud/wood","Corrugated iron, mabati","Earth/Cowdung","Collected firewood","Paraffin","Protected spring",3,1,"Pit latrine, uncovered","Shared","Other temporary or semi-permanent structure","No access","No major problems","No major problems","Does not access internet","No",3,0,0,"Rural","02=Single family detached houses","98=None","narrow and bushy paths","98=None",1,"Inherited","Built using assets/savings kept elsewhere","No written agreement","No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KVIHC16","01=Initial questionnaire","02=Marriage,03=Started own household",11/1/1997,"01=Leaky roof or ceilling","Mud/wood","Corrugated iron, mabati","Earth/Cowdung","Purchased firewood","Paraffin","Protected spring",2,1,"Pit latrine, uncovered","Shared","Other temporary or semi-permanent structure","No access","No major problems","No major problems","Does not access internet","Yes",1,1,0,"Rural","02=Single family detached houses","01=A few of them","rough road","98=None",1,"Inherited","Built with savings in bank, SACCO, MFI","No written agreement","No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KVIHC17","01=Initial questionnaire","05=To be closer to family,21=Retirement",12/1/2000,"01=Leaky roof or ceilling,03=Broken or missing windows,04=Pests: mice, rats, roaches, bedbugs, other insects","Mud/wood","Corrugated iron, mabati","Earth/Cowdung","Collected firewood","Paraffin","Protected spring",4,1,"Pit latrine, covered","Private","Other temporary or semi-permanent structure","No access","No major problems","No major problems","Does not access internet","No",4,1,0,"Rural","02=Single family detached houses","98=None","muddy/dusty road, narrow footpaths","98=None",1,"Inherited","Built using ROSCA and regular income to buy materials kidogo-kidogo","No written agreement","No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KVIHC18","01=Initial questionnaire","02=Marriage,03=Started own household,05=To be closer to family",1/1/1979,"04=Pests: mice, rats, roaches, bedbugs, other insects","Mud/cement","Corrugated iron, mabati","Cement/Concrete/Slab","Purchased firewood","Paraffin","Protected spring",5,2,"Pit latrine, VIP","Private","House/bungalow","No access","No major problems","No major problems","Does not access internet","No",3,3,0,"Rural","02=Single family detached houses","98=None","muddy road","98=None",1,"Inherited","Built using credit/loan from bank, SACCO, or MFI","No written agreement","No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KVIHC19","01=Initial questionnaire","03=Started own household,15=Needed larger house or apartment",7/1/1970,"01=Leaky roof or ceilling,04=Pests: mice, rats, roaches, bedbugs, other insects,06=Insecure or crumbling walls","Mud/wood","Corrugated iron, mabati","Earth/Cowdung","Purchased firewood","Paraffin","Water vendor",4,2,"Pit latrine, covered","Private","Other temporary or semi-permanent structure","No access","No major problems","Some peeling paint, cracks in walls, rusted iron sheets","Does not access internet","Yes",3,1,1,"Rural","02=Single family detached houses","98=None","dusty or muddy road","98=None",1,"Bought plot with savings in the bank, SACCO, MFI","Built using credit/loan from bank, SACCO, or MFI","Yes, a title deed","No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KVIHC20","01=Initial questionnaire","05=To be closer to family,09=Other employment related reason",3/1/1991,"04=Pests: mice, rats, roaches, bedbugs, other insects","Mud/wood","Corrugated iron, mabati","Earth/Cowdung","Purchased firewood","Paraffin","Protected spring",4,2,"Pit latrine, VIP","Private","Other temporary or semi-permanent structure","No access","No major problems","No major problems","Does not access internet","Yes",5,3,1,"Rural","02=Single family detached houses","98=None","no through way, have to go through other farms and compounds","98=None",1,"Inherited","Built using assets/savings kept elsewhere","No written agreement","No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KVIHC21","01=Initial questionnaire","03=Started own household,05=To be closer to family,12=Wanted better neighborhood",4/1/1986,"01=Leaky roof or ceilling,02=Lack of doors or inability to lock house,03=Broken or missing windows,04=Pests: mice, rats, roaches, bedbugs, other insects,06=Insecure or crumbling walls","Mud/wood","Corrugated iron, mabati","Earth/Cowdung","Purchased firewood","Paraffin","Protected spring",5,2,"Bush",,"Other temporary or semi-permanent structure","No access","No major problems","Some peeling paint, cracks in walls, rusted iron sheets","Does not access internet","Yes",5,2,1,"Rural","02=Single family detached houses","01=A few of them","muddy road","98=None",1,"Inherited","Built with savings in bank, SACCO, MFI","No written agreement","No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KVIHC22","01=Initial questionnaire","02=Marriage",6/1/1984,"02=Lack of doors or inability to lock house,03=Broken or missing windows,04=Pests: mice, rats, roaches, bedbugs, other insects","Mud/wood","Corrugated iron, mabati","Earth/Cowdung","Purchased firewood","Paraffin","Protected spring",4,2,"Pit latrine, covered","Private","Other temporary or semi-permanent structure","No access","No major problems","No major problems","Does not access internet","Yes",4,2,0,"Rural","02=Single family detached houses","98=None","muddy or dusty road, narrow foot paths","98=None",1,"Inherited","Built using ROSCA and regular income to buy materials kidogo-kidogo","No written agreement","No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KVIHC23","01=Initial questionnaire","02=Marriage,03=Started own household",10/1/2008,"01=Leaky roof or ceilling,04=Pests: mice, rats, roaches, bedbugs, other insects","Brick/block","Corrugated iron, mabati","Cement/Concrete/Slab","Charcoal","Solar","Protected spring",3,1,"Pit latrine, VIP","Private","House/bungalow","No access","No major problems","No major problems","Does not access internet","Yes",2,3,1,"Rural","02=Single family detached houses","98=None","muddy road","98=None",5,,,,"Yes",1,"title deed, is with the parents","04=Agricultural property",800000,"",,"","","",,,"","",,"","",,"","",
"KVIHC25","01=Initial questionnaire","02=Marriage,03=Started own household",2/1/1982,"09=None","Mud/wood","Corrugated iron, mabati","Cement/Concrete/Slab","Collected firewood","Paraffin","Protected spring",5,3,"Pit latrine, covered","Private","Other temporary or semi-permanent structure","No access","No major problems","No major problems","Does not access internet","No",4,0,0,"Rural","02=Single family detached houses","01=A few of them","muddy or dusty road","98=None",1,"Inherited",,"No written agreement","No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KVIHC26","01=Initial questionnaire","02=Marriage",5/15/1981,"01=Leaky roof or ceilling,02=Lack of doors or inability to lock house,03=Broken or missing windows,04=Pests: mice, rats, roaches, bedbugs, other insects","Brick/block","Corrugated iron, mabati","Cement/Concrete/Slab","Collected firewood","Electricity","Protected spring",8,3,"Pit latrine, VIP","Private","House/bungalow","Yes, own electricity","No major problems","No major problems","Does not access internet","Yes",3,0,1,"Rural","02=Single family detached houses","98=None","no problem","98=None",1,"Inherited","Built using credit/loan from bank, SACCO, or MFI","No written agreement","Yes",1,"02=Yes, a written agreement, but not a title deed","05=Currently unused",99,"",,"","","",,,"","",,"","",,"","",
"KVIHC28","01=Initial questionnaire","02=Marriage,03=Started own household",1/1/1989,"03=Broken or missing windows,04=Pests: mice, rats, roaches, bedbugs, other insects","Mud/wood","Corrugated iron, mabati","Earth/Cowdung","Collected firewood","Paraffin","Protected spring",4,2,"Pit latrine, VIP","Private","Other temporary or semi-permanent structure","No access","No major problems","No major problems","Does not access internet","No",3,2,1,"Rural","02=Single family detached houses","01=A few of them","bushy, narrow footpaths","98=None",1,"Inherited","Built using assets/savings kept elsewhere","No written agreement","No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KVIHC29","01=Initial questionnaire","03=Started own household,05=To be closer to family,12=Wanted better neighborhood,15=Needed larger house or apartment",4/1/1990,"04=Pests: mice, rats, roaches, bedbugs, other insects","Mud/wood","Corrugated iron, mabati","Earth/Cowdung","Collected firewood","Paraffin","Protected spring",4,2,"Pit latrine, VIP","Private","Other temporary or semi-permanent structure","No access","Some peeling paint, cracks in walls, rusted iron sheets","No major problems","Does not access internet","Yes",4,2,1,"Rural","02=Single family detached houses","01=A few of them","narrow footpaths","98=None",1,"Inherited","Built using credit/loan from bank, SACCO, or MFI","No written agreement","No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KVIHC30","01=Initial questionnaire","02=Marriage,03=Started own household,05=To be closer to family",6/1/1960,"01=Leaky roof or ceilling,02=Lack of doors or inability to lock house,04=Pests: mice, rats, roaches, bedbugs, other insects","Mud/wood","Corrugated iron, mabati","Earth/Cowdung","Purchased firewood","Solar","Protected spring",4,1,"Pit latrine, uncovered","Shared","Other temporary or semi-permanent structure","No access","No major problems","No major problems","Does not access internet","No",2,1,0,"Rural","02=Single family detached houses","01=A few of them","none","98=None",1,"Inherited","Built using assets/savings kept elsewhere","No written agreement","No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KVIHC31","01=Initial questionnaire","02=Marriage,03=Started own household",12/1/1969,"01=Leaky roof or ceilling,02=Lack of doors or inability to lock house,03=Broken or missing windows,04=Pests: mice, rats, roaches, bedbugs, other insects","Mud/wood","Corrugated iron, mabati","Earth/Cowdung","Purchased firewood","Paraffin","Protected spring",5,3,"Pit latrine, uncovered","Private","Other temporary or semi-permanent structure","No access","Some peeling paint, cracks in walls, rusted iron sheets","Some peeling paint, cracks in walls, rusted iron sheets","Does not access internet","Yes",2,1,0,"Rural","02=Single family detached houses","98=None","narrow footpaths","98=None",1,"Inherited",,"No written agreement","No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KVIHC32","01=Initial questionnaire","03=Started own household,12=Wanted better neighborhood",10/1/1994,"01=Leaky roof or ceilling,04=Pests: mice, rats, roaches, bedbugs, other insects,06=Insecure or crumbling walls","Mud/wood","Corrugated iron, mabati","Earth/Cowdung","Collected firewood","Paraffin","Protected spring",3,2,"Pit latrine, VIP","Private","Other temporary or semi-permanent structure","No access","Needs substantial painting, refilling, repair","Some peeling paint, cracks in walls, rusted iron sheets","Does not access internet","Yes",5,5,0,"Rural","02=Single family detached houses","01=A few of them","narrow footpath","98=None",1,"Inherited","Gifts from community, family, friends","No written agreement","No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KVIHC33","01=Initial questionnaire","05=To be closer to family,11=To be closer to work or school",1/1/1996,"04=Pests: mice, rats, roaches, bedbugs, other insects","Mud/wood","Corrugated iron, mabati","Earth/Cowdung","Purchased firewood","Paraffin","Protected spring",4,2,"Pit latrine, uncovered","Private","Other temporary or semi-permanent structure","No access","No major problems","No major problems","Does not access internet","Yes",5,6,1,"Rural","02=Single family detached houses","98=None","muddy road","98=None",1,"Inherited","Built using credit/loan from elsewhere","No written agreement","No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KVIHC34","01=Initial questionnaire","02=Marriage,03=Started own household,05=To be closer to family,13=Change from renter to owner",12/1/1997,"02=Lack of doors or inability to lock house,04=Pests: mice, rats, roaches, bedbugs, other insects,06=Insecure or crumbling walls","Mud/wood","Corrugated iron, mabati","Earth/Cowdung","Purchased firewood","Solar","Protected spring",5,1,"Pit latrine, uncovered","Private","Other temporary or semi-permanent structure","No access","No major problems","Some peeling paint, cracks in walls, rusted iron sheets","Does not access internet","Yes",5,5,1,"Rural","02=Single family detached houses","98=None","have to go through other homes to get here,","98=None",1,"Inherited","Built using assets/savings kept elsewhere",,"No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KVIHC35","01=Initial questionnaire","02=Marriage",2/20/2000,"03=Broken or missing windows,04=Pests: mice, rats, roaches, bedbugs, other insects,06=Insecure or crumbling walls","Mud/wood","Corrugated iron, mabati","Earth/Cowdung","Purchased firewood","Paraffin","Protected spring",4,2,"Pit latrine, VIP","Shared","Other temporary or semi-permanent structure","No access","No major problems","No major problems","Does not access internet","Yes",3,1,1,"Rural","02=Single family detached houses","98=None","narrow foot paths, muddy","98=None",1,"Inherited","Built with savings in bank, SACCO, MFI","Yes, a title deed","No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KVIHK01","01=Initial questionnaire","02=Marriage",1/1/2002,"09=None","Mud/wood","Corrugated iron, mabati","Earth/Cowdung","Purchased firewood","Paraffin","Protected spring",3,1,"Pit latrine, uncovered","Shared","Other temporary or semi-permanent structure","No access","No major problems","No major problems","Does not access internet","No",4,1,1,"Rural","02=Single family detached houses","98=None","cowdung, mud","01=Minor accumulation",1,"Inherited","Built using assets/savings kept elsewhere","No written agreement","No",,"","",,"",,"","","",,1,"03=Yes, a title deed","04=Agricultural property",500000,"","",,"","",
"KVIHK02","01=Initial questionnaire","02=Marriage,05=To be closer to family",1/1/2008,"01=Leaky roof or ceilling,04=Pests: mice, rats, roaches, bedbugs, other insects","Mud/wood","Corrugated iron, mabati","Earth/Cowdung","Collected firewood","Paraffin","Unprotected spring",3,2,"Pit latrine, uncovered","Private","Other temporary or semi-permanent structure","No access","Some peeling paint, cracks in walls, rusted iron sheets","Some peeling paint, cracks in walls, rusted iron sheets","Does not access internet","No",1,1,1,"Rural","02=Single family detached houses","01=A few of them","mud on the road","98=None",5,,,,"No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KVIHK05","01=Initial questionnaire","03=Started own household",1/1/2009,"03=Broken or missing windows","Mud/wood","Corrugated iron, mabati","Earth/Cowdung","Collected firewood","Paraffin","Protected spring",3,1,"Pit latrine, uncovered","Private","Other temporary or semi-permanent structure","No access","No major problems","No major problems","Does not access internet","Yes",1,1,1,"Rural","02=Single family detached houses","98=None","Mud, bush","98=None",1,"Inherited","Built using assets/savings kept elsewhere","No written agreement","No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KVIHK06","01=Initial questionnaire","11=To be closer to work or school",10/1/2011,"09=None","Brick/block","Corrugated iron, mabati","Cement/Concrete/Slab","Charcoal","Paraffin","Piped somewhere else (outside, neighbor)",1,1,"Pit latrine, uncovered","Shared","Flat","No access","No major problems","No major problems","Does not access internet","No",1,1,1,"Rural","03=Single family attached houses","01=A few of them","01=Open sewage","98=None",4,,,,"Yes",1,"","",,"",,"","","",,,"03=Yes, a title deed","02=Used by friends and family",400000,"","",,"","",
"KVIHK07","01=Initial questionnaire","02=Marriage",1/1/1998,"01=Leaky roof or ceilling,04=Pests: mice, rats, roaches, bedbugs, other insects","Mud/cement","Corrugated iron, mabati","Cement/Concrete/Slab","Purchased firewood","Paraffin","Protected well",3,2,"Pit latrine, uncovered","Private","Other temporary or semi-permanent structure","No access","Some peeling paint, cracks in walls, rusted iron sheets","Some peeling paint, cracks in walls, rusted iron sheets","Does not access internet","Yes",5,1,1,"Rural","02=Single family detached houses","01=A few of them","muddy road","98=None",1,"Inherited","Inherited","Yes, a written agreement, but not a title deed","No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KVIHK09","01=Initial questionnaire","15=Needed larger house or apartment",1/1/1950,"01=Leaky roof or ceilling,04=Pests: mice, rats, roaches, bedbugs, other insects","Mud/wood","Corrugated iron, mabati","Earth/Cowdung","Purchased firewood","Paraffin","Protected spring",4,2,"Pit latrine, uncovered","Private","Other temporary or semi-permanent structure","No access","No major problems","Some peeling paint, cracks in walls, rusted iron sheets","Does not access internet","No",3,1,1,"Rural","02=Single family detached houses","98=None","mud","98=None",1,"Inherited","Built using assets/savings kept elsewhere","No written agreement","No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KVIHK10","01=Initial questionnaire","05=To be closer to family",8/1/2004,"09=None","Mud/wood","Corrugated iron, mabati","Earth/Cowdung","Purchased firewood","Paraffin","Piped somewhere else (outside, neighbor)",1,1,"Pit latrine, uncovered","Shared","Other temporary or semi-permanent structure","No access","No major problems","No major problems","Does not access internet","No",2,1,0,"Rural","02=Single family detached houses","98=None","no major problems","98=None",1,"Inherited","Built using assets/savings kept elsewhere","No written agreement","No",,"","",,"",,"","","",,,"","",,"","",,"","",
